FAQ_5152	59	a	예전 에 두 낫 콜 등록 해 놨는데 따로 두 낫 콜 다시 신청 안 해도 되 나요 ?
AWwn0saGIMO_pNto2FN9	39	a	otp 안 쓰 는데 어떻게 해야 하 나요 ?
AWx0QbuJe7lq771gfpQX	20	a	후불 교통 사용 내역
FAQ_6605	42	a	무 카드 거래 비밀 번호 재 설정 이 요
AW9pohTTIMO_pNto3UPR	58	a	영문 이름 은 SUJI N 하 고 띄 었 쓰 기 를 잘못 했 어요 수정 가능 할까요 ?
FAQ_4369	18	a	카드 재 발급 신청 할 때 인증 을 다시 해야 하 나요 ?
FAQ_1030	4	a	KT 임직원 신용 대출 우대금리 조건 알려 주 세요
FAQ_294	5	a	오늘 대출 을 받 았 는데 이자 납부 일 변경 이 잘 안 되 네요
FAQ_8805	20	a	택시 에서 승인 거절 이 나요
FAQ_399	3	a	슬림 k 중 금리 대 출시 우편물 안내 나 기타 발송 되 나요 ?
FAQ_2454	9	a	금리 우대 쿠폰 어디 서 받 을 수 있 나요 ?
AWxv-zSFIMO_pNto2PZu	20	a	이번 달 납부 해야 할 교통 대금 이 알 고 싶 어요 .
AWyJXd4Ce7lq771gfrOs	4	a	예금 담보 대출 시 수신 금리 가 무엇 인가요
FAQ_4026	18	a	카드 가 자꾸 반송 되 고 폐기 한다고 하 는데요 . 연락 도 없이 배송 이 안 되 는 것 같 습니다 .
FAQ_10691	18	a	""" 네이버 페이 체크카드 신청 했었 는데요 , 배송 전 인 것 같 은데 주소 를 변경 하 고 싶 습니다 . """
AW9kqqvcIMO_pNto3TzJ	30	a	1 일 이 체한 도 얼마 인가요 ?
FAQ_5392	11	a	주 거래 우대 적금 을 신청 했 는데 입금 을 하 려니 입금 이 안 되 요
FAQ_2897	37	a	타 행공 인 인증서 를 등록 하 려고 버튼 을 눌러 도 진행 이 안 됩니다
FAQ_8353	30	a	자주 쓰 는 이체 추가 하 기
AXBcUDzVIMO_pNto3243	28	a	연말 정산 체크카드 사용
FAQ_6735	20	a	""" 듀얼 입출금 통장 과 네이버 페이 체크카드 가 연결 된 것 같 은데 , 교통카드 요금 도 통장 에서 빠져나가 는 건가요 ? """
FAQ_5667	10	a	주 거래 우대 정기 예금 가입 하 려고 하 는데요 금일 가 입시 우대 조건 이 만족 하 는 상태 인가요 ?
FAQ_702	6	a	대출 만 기 추가 연장 가능 한가요 ?
FAQ_10344	34	a	홍콩 에서 체크카드 로 돈 뽑 으면 수수료 얼마 인가요
FAQ_9232	55	a	네 케이 뱅크 가입 하 고자 합니다 어떻게 가입 하 나요
FAQ_9038	18	a	카드 칩 손상 으로 카드 가 안 되 요
FAQ_3930	18	a	체크카드 수령 전 인데요 카드 번호 확인 가능 한가요 ? 통신 요금 자동 이 체 등록 하 고 싶 어서요 아직 수령 / 등록 전이 라 안 되 나요 ?
FAQ_9835	6	a	이제 곧 미니 케이 대출 1 년 다 되 가 는 데 만 기 연장 신청 은 따로 연락 오 나요 ?
FAQ_4371	25	a	통장 에 잔액 이 있 는데 왜 결제 할 때 한도 초과 로 나와요 ?
AWxwEwuFIMO_pNto2Pcx	18	a	카드 언제 발급 되 는지요 ? 아직 못 받 고 있 습니다 .
FAQ_3114	39	a	타행 otp 를 등록 했 는데 사용 이 불편 해서 다시 휴대폰 otp 로 돌아가 고 싶 은데 어떻게 하 죠
FAQ_11314	19	a	캐시 백 확인 어디 서 조회 하 나요 ?
FAQ_1587	30	a	앱 으로 타 은행 이 체하 면 수수료 있 나요
FAQ_6179	5	a	마통 결제 일 이 2 일 인데 10 일 로 수정 을 뭔 합니다 .
FAQ_3315	39	a	OTP 분실 신고 해제 해 주 세요 .
AWwYtBgoIMO_pNto2CsA	19	a	케네 카드 쓰 고 있 는데 적립 한도 가 얼마 죠 ?
FAQ_9344	6	a	마이너스 통장 대출 연장 신청 을 하 는데 통장 잔고 가 부족 하 다고 나옵니다
AWwJHZPAIMO_pNto2As4	58	a	제 가 아이디 를 잘못 만들 었 는데 변경 을 못 하 나요
FAQ_8717	5	a	1 회 차 원리금 상환 하 면 결제 일 을 바꿀 수 있 다고 해서 변경 했 는데 그러 면 이번 달 10 일 에 도 또 대출 원금 이 빠져 나가 나요 ?
FAQ_3866	27	a	통신비 캐 시백 형 체크카드 를 발급 받 았 는데 통신비 는 실적 에 포함 되 나요 ?
FAQ_10023	13	a	자유 적금 해 지 신 청 하 려고 하 는데요 어디 서 해지 해야 하 는지 잘 모르 겠 어요
AWwEL40be7lq771gfZg6	9	a	주 거래 우대 정기 예금 은 5 개 제한 자유 적금 은 3 개 제한 맞 나요 ?
FAQ_2206	13	a	코드 케이 적금 부분 인출 을 하 게 되 면 만 기시 에 이자 를 중도 해 지 이 율 로 받 게 되 는 건가요 ?
FAQ_1564	30	a	지문 만 이용 해서 이체 할 수 있 나요 ?
AXAsew5JIMO_pNto3v3w	44	a	적금 부분 인출 ARS 인증 이 안 됩니다
FAQ_9621	17	a	네이버 페이 카드 신청 하 려고 했 는데 처음 에 실명 확인 동의 를 안 한 이후 로 계속 안 됩니다
FAQ_2292	12	a	예금 상품 가 입시 예상 이자 를 계산 해 보 고 싶 습니다
FAQ_4015	18	a	카드 신청 햇 는데 카드 를 못 받 고 있 습니다
FAQ_8725	5	a	기 대출 중 인 상품 의 원리금 납입 일 을 기존 2 일 에서 10 일 로 변경 하 고 싶 은데 어떻게 하 면 될까요
FAQ_6128	44	a	인증 요청 해도 전화 가 안 오 네요
AXBhT8H2e7lq771ghJ9y	58	a	개인 정보 전화 번호 변경 하 려고 합니다
AWy3nDtAe7lq771gfwP7	6	a	제 가 직장 인 K 마이너스 대출 만기일 이 2019 . 10 . 10 인데요 연장 이 가능 한가요 ?
FAQ_11383	47	a	아르바이트 중 이 라서 거래 목적 증빙 서류 를 급여 수령 목적 으로 고용주 의 사업자 등록증 을 제출 하 려고 하 는 데 괜찮 나요 ?
FAQ_3623	20	a	체크카드 발급 중 에 후불 교통 승인 이 안 난다고 나와서 여쭤 보 려구요
FAQ_7106	26	a	제 로페이 가 맹점 이 어디 인지 도 명확히 나오 지 않 고 안내 하 고 있 는 오프라인 사용 처 보다 정보 를 더 많이 제공 받 을 수 있 나요 ?
FAQ_3084	38	a	지문 인증 은 특정 휴대폰 에서 만 가능 한 건가요 ?
FAQ_1843	29	a	300 원 출금 되 었 는데요 어디 서 출금 되 었 는지 알 수 있 나요 ?
FAQ_677	8	a	국민 연금 으로 소득 증빙 을 하 게 되 면 소득 부분 에서 차이 가 많이 나 거든요 다른 방법 으로 소득 증빙 을 할 방법 은 없 는 건가요
FAQ_8561	30	a	제 일 일 송금 한도 가 어떻게 되 나요
FAQ_7350	5	a	비상금 대출금 납부 일 을 바꿀 수 있 나요
FAQ_4377	18	a	카드 배송 을 집 주소 우편 함 에 받 을 수 있 나요 ?
AXE55XOle7lq771ghjXb	15	a	주식 계좌
AWvzZgX6e7lq771gfXLt	32	a	후불 교통 카드 연체 되 어 납부 하 려고 하 는 데 3 만 원 에서 갑자기 5 만 원 이 됐 죠 ?
FAQ_3974	18	a	카드 번호 확인 어떻게 하 나요 ?
FAQ_7860	4	a	전화 로 도 대출 가능 한지 확인 가능 합니까 ?
FAQ_11035	24	a	카드 신청 했 는데 페이 북 으로 결 제 못하 나요 ?
FAQ_1052	4	a	슬림 K 신용 대출 한도 증액 할 수 있 어요 ?
FAQ_9392	17	a	네이버 체크카드 발급 일 이 언제 인지 확인 할 수 있 을까요
AXBcO-CjIMO_pNto323e	40	a	신분증 인증 다시 하 라고 문자 왔 는데 어디 서 해요 ?
FAQ_11549	10	a	코드 K 자유 적금 자동 이 체 금액 설정 해 놓 고 따로 추가 로 입금 해도 그 에 대한 이자 가 적용 되 나요 ?
AWvk4f9he7lq771gfVmV	4	a	연봉 이 많이 올랐 는데 금리 인하 요청 합니다 .
FAQ_2759	48	a	거래 목적 잘못 눌렀 는데 어떻게 바꾸 나요 ?
FAQ_6240	3	a	마이너스 대출 조건 이 대출금 사용 금액 에 대한 이자 만 납부 하 는 건가요 ? 원리금 균등 상환 인가요 ?
AXAZclDbIMO_pNto3tly	13	a	부분 인출 신청 하 면 그날 바로 입금 되 나요 ?
AXAOyJNAIMO_pNto3q84	40	a	신분증 확인 이 어려워 이 용제 한 등록 이 되 었 다는 문자 가 왔 습니다 이것 때문 에 체크카드 신청 이 안 되 는 것 인지 요 ? ? 신분증 재등록 은 어떻게 하 나요 ? ?
FAQ_583	4	a	마이너스 대출 이 율 이 궁금 합니다
FAQ_6744	3	a	방금 대출 을 신청 해서 입금 되 었 는데요 금액 을 조정 할 수 있 나요 ?
FAQ_9475	6	a	대출 연장 할 때 OTP 카드 를 가지 고 있 지 않 으면 안 되 나요 ?
AWwiLpHzIMO_pNto2DsS	39	a	핸드폰 opt 를 발급 받 으려고 합니다 !
FAQ_9670	7	a	직장 인 신용 대출 을 알 아 봤 는데 연소 득 이 2 천만 원 이 하 라 조회 가 안 된다고 뜨 네요 ?
FAQ_11370	43	a	PC 에서 타행 공인 인 증서 를 등록 하 려고 하 는데 휴대폰 OTP 를 실행 하 는 순간 이중 로그인 이 됩니다 . 어떻게 하 나요 ?
AW46cjgJIMO_pNto3FGA	18	a	체크카드 번호 확인 이 필요 합니다
AWv5xa8LIMO_pNto19tk	18	a	카드 등록 이 안 되 어 있 는 것 같 아요 이용 할 수 없 는 카드 라고 뜹니다
AXBhxiKDIMO_pNto34Fp	6	a	제 가 마이너스 통장 만기일 이 다가 와서 연장 신청 을 했 는지 확인 을 해 보 려고 합니다 .
FAQ_6452	39	a	otp 인증 이 없 어요
AW09FGeYIMO_pNto2lZO	8	a	대출 상품 들 이 일시 중단 이 라 적혀 있 는데 대출 을 못 받 나요
FAQ_4838	38	a	스마트폰 에서 바이오 인증 사용 중 인데 앱 에서 다시 등록 해야 하 나요 ?
FAQ_9664	7	a	제 가 대출 상품 을 이용 하 고 있 는데요 마이너스 대출 로 바꿀 수 있 나요 ?
FAQ_11304	19	a	네이버 페이 적립 예 정액 확인 어 디 서 해요 ?
FAQ_2341	10	a	뮤직 K 정기예금 금리 가 어떻게 되 나요 ?
AWvBBr1MIMO_pNto114J	19	a	6 월 달 KT 멤버 쉽 캐 시백 이 안 들어왔 습니다 .
AWvfqrEne7lq771gfUR5	25	a	해외 체크 결제 했 는데 취소 하 면 얼마나 기간 이 걸리 나요 ?
AW-m527ZIMO_pNto3cM4	40	a	주민 등록증 을 분실 해서 재 발급 받 아야 하 는 데 2 월 1 일 이후 에 재 확인 해야 한다는 데 이럴 경우 엔 어떻게 하 나요 ?
FAQ_8706	5	a	방금 대출 신청 을 했 는데 철회 하 고 싶 어서요
AW08xJsOe7lq771gf4S-	56	a	체크카드 재 발급 을 받 았 는데 개명 전 이름 으로 인쇄 가 되 어서 왔 어요
AW9ppSZoIMO_pNto3UPi	14	a	스텔스 계좌
FAQ_674	8	a	신용 대출 받 을 때 연소 득 확인 되 는 기준 이 국민 건강 에 신고 되 어 있 는 월보 수 총액 으로 책정 하 나요 ?
FAQ_3100	37	a	타 은행 공인 인 증서 등록 안 되 는데요 증권 인 증서 거든요
AWxQl1mbe7lq771gfkO7	20	a	후불 교통 카드 사용 내역 조회 경로 좀 알려 주 세요
FAQ_11445	4	a	4 . 58 % 이 자라 고 해서 대출 받 을려고 하 는데 고정 금리 + 2 . 60 이 라고 되 어 있 으면 고정 금리 는 4 . 58 % 이 지만 2 . 60 % 포함 한다는 얘기 인가요 ?
AW09Q-Cxe7lq771gf4X1	14	a	듀얼 K 입출금 통장 을 현재 사용 중 인데 또 만들 수 있 나요 ? ?
AWwC11_SIMO_pNto1_aX	11	a	적금 자동 이체 외 에 어떻 게 입금 할 수 있 나요 ?
AXFjMwQSe7lq771ghqOE	35	a	오픈 뱅킹 계좌 순서 변경 가능 한가요 ?
FAQ_4094	19	a	케이 뱅크 포인트 어디 서 확인 하 나요
FAQ_11036	24	a	카드 신청 했 는데 아직 도착 전이 예요 페이 북 으로 결 제 못하 나요 ?
FAQ_4216	18	a	체크카드 신청 하 였 는데 도착 예정일 을 알 고 싶 습니다
FAQ_322	5	a	대출 을 했 는데 갚 을 때 어디 로 송금 해야 되 나요 ?
FAQ_11726	3	a	한도 대출 사용 가능 한 계좌 가 없 다 라고 뜨 는데 무슨 말 인가요 ?
FAQ_11762	4	a	마통 연장 신청 하 면서 우대금리 체크카드 사용 분 추가 하 고 싶 은데요
FAQ_11596	10	a	주 거래 우대 정기 예금 은 우대 조건 이 가입 전 에 충족 되 야 적용 인가요 ? 아님 조건 이 안 되 는 상태 에서 가입 하 고 기간 중 에 우대 조건 이 충족 되 도 우대금리 를 적용 시켜 주 나요 ?
AWxlDG-pe7lq771gfm2N	39	a	타행 otp 카드 등록 하 려는데 벤더 사 를 몰라요
FAQ_5915	40	a	체크카드 신청 을 하 는 과정 중 에 신분증 촬영 인식 이 안 되 네요
FAQ_5382	4	a	금리 인하 요구 권 이 있 는지 어떻게 아 나요 ?
FAQ_5607	7	a	대출 진행시 12 개월 연체 이력 이 있 다며 진행 이 안 되 요
FAQ_4233	18	a	체크카드 신청 한 게 언제 쯤 배송 되 나 궁금 해서 요
FAQ_7425	5	a	비상금 대출 원금 상환 하 고 싶 은데 그냥 케이 뱅크 로 이체 하 면 되 나요
FAQ_6742	22	a	카드 승인 내역 알람 은 앱 이 켜 있 어야 만 실시간 으로 오 나요 ?
FAQ_1547	34	a	천안 지역 입금 할 수 있 는 atm 기 어디 에 있 는지 확인 되 나 여 ?
FAQ_8363	34	a	일 일 현금 인출 한도 가 얼마 인가요 ?
AWvfzh1we7lq771gfUYK	20	a	교통 카드 를 이용 한 적 이 없 는데 문자 가 왔 네요
FAQ_2085	9	a	코드 K 정기 예금 가입 기간 은 어떻게 되 나요 ?
FAQ_4192	18	a	어제 가입 햇 는데 실물 카드 는 언제 받 아 볼 수 있 나요 ?
FAQ_11687	20	a	5 월 후불 교통 카드 대금 을 조회 하 고 싶 은데 어디 서 볼 수 있 나요 ?
AW33Q0-5e7lq771ggNzL	18	a	체크카드 16 자리 월년 cvc 번호 알 수 없 을까요
AWvfoV-ue7lq771gfURH	12	a	적금 만 기자 동해 지 시 몇 시 쯤 입출금 계좌 로 입금 이 되 나요 ?
FAQ_459	3	a	소득 정보 조회 시 국민 연금 조회 오류 라고 나옵니다 .
AWv4mrh2IMO_pNto19Qw	43	a	폐기 된 OTP 가 뭔가요 ?
FAQ_9400	3	a	대출 신청 중 인데 대출 기한 입력 한 거 를 변경 할 수 없 나요 ?
AWwmmEfbIMO_pNto2EtL	4	a	대출 이 자 금리 가 어떻게 되 나요 ?
FAQ_10086	44	a	이체 하 려는데 제 가 폰 번호 도 바뀌 고 지금 쓰 는 번호 가 가족 명의 라 뜬금없이 ARS 인증 하 라는 데 어찌하 나요 ?
FAQ_11603	5	a	직장 인 대출 상환 하 고 싶 은데 중도 상환 수수료 없 는 게 맞 나요 ?
FAQ_5876	17	a	체크카드 올해 1 ~ 3 월 이용 내역 조회
FAQ_3101	37	a	증권사 인증서 사용 가능 한가요 ?
FAQ_5668	10	a	주 거래 우대 정기 예금 에 급여 를 다른 은행 통장 에서 받 고 있 는데요 . . 제 가 케이 뱅크 로 이체 를 하 면 금리 를 더 받 을 수 있 나요 ?
FAQ_9651	14	a	뮤직 케이 정기예금 상품 을 가입 하 면 계좌 개설 이 일정 기간 제한 되 는지 확인 부탁 드립니다
FAQ_5149	59	a	마케팅 동의 다시 하 고 싶 은데 어떻 게 해요 ?
FAQ_3402	39	a	카드 형 OTP 환불 받 을 수 있 나요 ?
FAQ_9483	6	a	마이스너 통장 지금 연체 중 인데 연체 해소 되 면 연장 이 가능 한가요 ?
AWwCztv9IMO_pNto1_Za	20	a	네이버 페이 체크카드 2 후 불 교통 취소 하 는 방법
FAQ_5595	6	a	지금 만 기실 행 으로 연장 신청 한다고 해서 승인 이 되 는 건 아닌가요 ?
AXAYwdxfe7lq771ghAQ7	34	a	계좌 에 있 는 돈 을 꺼내 진 못하 나요 ? 카드 가 없 어서 돈 을 쓸 수 가 없 어요 .
FAQ_7394	3	a	비상금 대출 이 자 300 전부 다 사용 하 면 월 이 자 얼마나 나오 나요
FAQ_11825	10	a	금리 우대 항목 ( 급여 이체 ) 어떻 게 하 는 건가요 ?
FAQ_11257	30	a	OTP 없이 이체 할 수 있 는 금액 이 얼마 인가요 ?
AWyIUf6Re7lq771gfq-S	20	a	기존 카드 를 재 발급 했 는데 교통 기능 이 없 어요
FAQ_4339	17	a	체크카드 신용 한도 만들 수 없 나요 ?
AWy3KijKe7lq771gfwHO	32	a	적금 이 체 날짜 에 안 빠져 나갔으면 어떻게 하나 요
FAQ_331	5	a	오늘 대출 이 자 내 려고 하 는데 어디 다 입금 을 해야 하 는 건가요
FAQ_4232	18	a	체크카드 를 오늘 발급 받 았 는데 언제 쯤 받 아 볼 수 있 나요 보통 ?
FAQ_4716	19	a	통신 캐 시백 형 카드 발급 받 았 는데 이 체계 좌 를 변경 하 면 되 나요 ?
FAQ_86	4	a	KT 직원 인데 대출 받 으려구요 정확 한 금리 와 한 도요
AXBQz3YAe7lq771ghIBW	17	a	개설 일 로부터 카드 이용 내역 조회
FAQ_10896	21	a	해외 에서 카드 결 제시 수수료 와 함께 결제 되 나요 ?
FAQ_4949	55	a	휴대폰 을 못 쓰 는데 회원 가입 어떻게 하 나요 ?
FAQ_6479	6	a	지금 대출 연장 신청 을 했 는데 완료 되 었 나요 ?
FAQ_11823	32	a	국가 공무원 은 케이 뱅크 통장 으로 급여 이체 못 하 나요 ?
FAQ_8362	25	a	카드 로 출금 한도 가 하루 얼마 인가요 ?
AW05DJfne7lq771gf4Gz	5	a	제 가 갖 고 있 는 대출 의 이율 알려 주 세요
FAQ_7923	9	a	정기 예금 을 여러 개 만들 수 있 나요 ?
AWvf7EdRe7lq771gfUdQ	32	a	후불 교통 미납금
FAQ_5063	55	a	회원 가입 이 어려운데 방문 해서 가입 하 거나 상담 직원 이 도와 줄 순 없 나요 ?
FAQ_2844	10	a	주 거래 우대 자유 적금 우대금리 조건 알려 주 세요
FAQ_7098	26	a	케이 뱅크 페이 온라인 가맹점
AWz6gMJDIMO_pNto2eyu	8	a	대출 서비스 는 왜 다 일시 중단 입니까 ?
FAQ_11955	32	a	자유 적금 을 기존 에 넣 던 금액 보다 이번 달 만 적 게 입금 하 고 싶 어서요 !
FAQ_11323	32	a	""" 자동 이 체 불능 안내 월단 위 적립 한도 금액 초과 300 , 000 원 이게 뭐 에 요 ? """
FAQ_5049	58	a	프로필 등록 어떻게 하 나요 ?
AXGhKIs1e7lq771ghxEn	5	a	제 가 대출 이자 를 현재 까지 얼마나 납부 했 는지 확인 할 수 있 어요 ?
AXDNcKVaIMO_pNto4Hoo	18	a	제 가 카드 몇 개 가지 고 있 는지 확인 되 나요 ?
FAQ_11159	8	a	직장 인 K 신용 대출 리뉴 얼 언제 끝나 나요 ?
FAQ_8228	34	a	카드 로 입금 하 려구요 어느 은행 에 해야 하 나요
FAQ_8682	10	a	급 여실 적 으로 문 의 드려요 급여 는 분명 받 는데 표시 내역 에 는 급여 봉급 이런 말 이 없 어요
FAQ_7505	3	a	간편 하 고 빠르 게 비상금 소액 대출 이용 하 려고 하 는데 이것 도 소득 이 있 는 사람 만 가능 한가요 ?
AWurqEfJIMO_pNto1ybX	18	a	카드 신청 했 는데 배송 이 안 오 고 반송 됐 다고 떠요
AXDNqhtUIMO_pNto4Hvx	39	a	otp 등록 할 때 본인 인증 이 필요 하 나요 ?
AWw7-5zxIMO_pNto2HbN	42	a	atm 비번 까먹 었 어요
FAQ_5332	34	a	CD 기 에서 인 출한 도 인상 신청 부탁 합니다 .
FAQ_3244	37	a	휴대폰 으로 인증서 어떻게 옮겨요 ?
AWwsu89Ge7lq771gfgb1	5	a	대출 건 원금 이 자 확인 이 요
FAQ_9581	19	a	체크카드 쓸 때 마다 GS 포인트 가 적립 되 는 데 어떻 게 사용 할 수 있 나요 ?
AXD3OehrIMO_pNto4OcN	18	a	카드 신청 수령인 을 본인 말 고 가족 도 수령 할 수 있 게 변경 하 고 싶 어요 .
FAQ_9794	8	a	직장 인 k 신용 대출 가능 금액 을 확인 해 보 고 싶 은데 조회 해 보 면 신용 등급 이 하락 하 나요 ?
FAQ_1015	4	a	일반 가계 신용 대출 우대금리 조건 알려 주 세요
AWxMFE7BIMO_pNto2K3I	20	a	후불 교통 결제 날짜 기준 좀 알려 주 세요
FAQ_3311	42	a	OTP 비밀 번호 변경 어떻 게 해요 ?
AXAYQvEqIMO_pNto3tIX	14	a	남길 금액 설정 하 면 이체 한도 를 늘릴 수 있 나요
FAQ_7588	3	a	케이 뱅크 쇼핑 머니 가 입 은 본 인명 의 휴대폰 으로 만 가입 할 수 있 나요 ?
FAQ_7025	26	a	홈페이지 에 간편 결재 에 k 뱅크 가 없 는데요
AWv-Ldx4IMO_pNto1_G2	34	a	체크카드 로 얼마 출금 이 가능 한 가요 ATM 기계 에서 요
FAQ_8988	18	a	방금 전 에 가입 했 는데 카드 같이 신청 했 거든요 근데 신청 한 내역 이 없 다고 떠서 요
FAQ_4623	17	a	카드 신청 관련 네이버 패이 체크 1 랑 2 차 이 있 어요 ?
FAQ_5188	57	a	개인 정보 노출 자 가입 하 면 계속 보장 되 나요 ?
AWxP_gl2e7lq771gfj_1	48	a	한 도제 한 계좌 풀 고 싶 어서 서류 보냈 는데 확인 부탁 드려요
FAQ_6813	5	a	쇼핑 머니 대출 은 중간 에 일부 상환 할 수 있 나요 ?
AW94j3JvIMO_pNto3Vcf	4	a	금리 인하 신청
FAQ_8146	3	a	""" 마이너스 연장 신청 하 는데 , 행정 정보 조회 가 에러 가 나옵니다 """
FAQ_9968	12	a	듀얼 k 통장 에 천만 원 정도 예금 시 금리 가 궁금 해요
FAQ_1019	4	a	신용 대출 플러스 ( 전 : 슬림 K 신용 대출 ) 우대금리 받 으려면 어떻게 해야 되 나요 ?
FAQ_9025	21	a	방금 카드 신청 했 는데 해외 결제 가능 카드 인가요 ?
AXAYtElJe7lq771ghAPo	33	a	퀵 송금 이름 입력 을 틀리 게 했 어요 .
